829 819
694 435 -394
73 474 923
771 801 960
242 133 -889
476 18 -823
299 59 -534
437 139 123
198 279 -53
228 732 -526
288 49 -204
496 675 -960
283 4 -13
117 400 498
495 532 837
617 619 -354
56 294 -814
116 339 952
801 319 121
142 193 387
439 32 579
148 787 272
436 183 11
509 816 46
143 292 135
450 175 -642
4 94 -522
423 330 -160
799 478 -242
35 249 78
162 33 817
639 20 89
552 503 126
444 632 281
589 690 -334
751 86 214
71 433 145
166 233 643
492 418 -94
797 599 897
460 768 703
590 413 -820
541 182 -200
372 330 -61
803 439 -343
418 1 -25
202 1 162
756 509 755
579 707 -426
585 682 354
172 394 324
574 543 5
661 210 852
326 432 7
391 507 -128
425 717 607
374 525 -500
701 50 972
149 817 89
109 179 424
282 645 787
761 741 986
551 337 -986
178 252 752
54 335 298
234 425 -809
746 126 -691
536 90 504
515 3 -119
239 567 -930
530 461 -753
508 71 659
286 407 -173
339 792 237
183 159 944
421 342 413
665 248 -460
386 783 187
213 622 808
260 296 167
569 445 462
123 289 666
182 527 -721
814 552 459
701 217 -686
281 273 335
720 266 -124
217 220 573
296 730 -333
168 711 -185
464 426 -246
326 533 874
342 59 659
42 269 941
227 566 168
123 193 859
205 62 73
270 261 64
11 74 102
242 697 827
668 648 -429
93 418 587
237 696 -982
604 727 -423
306 115 676
686 489 -401
20 147 991
609 750 595
416 634 -641
559 460 -869
447 779 503
328 260 370
741 644 -86
602 508 -54
458 788 892
587 533 -302
579 67 -479
221 80 153
595 624 -594
85 537 -249
466 42 -475
408 482 26
691 110 686
292 666 -13
45 808 536
573 79 -898
425 527 152
40 378 343
796 323 218
220 465 486
623 211 238
13 444 -118
364 568 -93
467 134 -664
826 355 -264
817 386 -410
769 26 -719
739 141 -189
484 766 666
618 287 -229
355 563 81
342 754 -486
18 725 282
667 453 -43
516 319 479
87 462 -50
571 816 761
13 421 104
782 499 568
592 821 375
326 597 -191
244 778 748
425 344 -951
816 625 -705
402 51 664
177 713 93
790 444 182
783 656 -181
65 541 -996
584 682 -928
2 266 -382
570 593 198
726 651 47
794 87 493
477 663 -573
368 217 -150
46 18 108
311 729 -517
58 591 286
260 419 402
39 203 -249
461 734 850
243 775 -814
811 39 -447
105 308 -217
160 611 805
287 101 -770
247 665 -685
662 498 -215
106 443 -70
686 800 -535
151 503 509
402 744 110
509 788 -83
628 158 576
829 703 581
829 178 -769
641 142 -401
276 572 -43
710 756 925
477 440 -783
360 721 318
147 166 810
343 254 -742
707 702 728
129 828 -165
479 618 762
243 101 657
440 28 680
381 780 -939
560 536 337
422 21 -668
782 675 -259
639 71 -301
552 358 -987
816 67 29
675 406 -909
180 758 -558
526 78 -239
424 309 379
457 147 681
589 25 -83
567 20 -100
171 745 -982
301 340 324
350 778 349
488 812 269
114 794 759
723 527 -858
675 322 43
133 725 -97
517 408 -926
416 748 -384
266 288 203
165 558 359
546 657 -436
427 818 -918
680 20 -52
599 180 454
742 223 -136
124 617 -763
214 478 555
259 800 22
491 592 515
752 113 689
473 791 -339
431 520 -67
381 662 -318
198 456 -324
66 81 229
169 684 833
213 166 974
544 163 -202
283 85 -120
606 307 -511
399 753 -875
615 184 889
425 532 754
267 692 -537
256 395 -699
438 494 381
544 274 876
23 725 -69
440 809 86
410 526 984
667 549 -899
577 822 465
583 826 317
388 614 536
732 199 -182
469 114 931
440 498 -481
774 747 -939
801 163 941
535 251 -934
498 654 -430
161 158 -385
232 345 -974
178 551 552
216 349 187
824 674 -101
699 810 51
430 149 -482
619 269 62
482 53 -235
449 153 -573
583 663 73
32 408 -744
823 230 879
436 822 -83
70 207 -89
276 193 562
565 517 -619
766 112 -149
688 168 191
185 760 36
23 144 -247
536 691 541
138 504 -532
54 113 -405
266 39 -936
372 819 446
688 5 842
296 780 874
116 12 -722
552 757 147
814 501 -712
248 19 440
470 651 -1000
267 55 -958
134 213 -428
562 125 114
118 28 530
440 796 69
79 423 653
562 65 -316
436 623 804
805 618 643
798 169 108
719 824 433
111 813 974
721 47 925
42 277 583
461 531 -991
592 590 -646
218 419 729
704 212 -368
809 768 523
240 681 87
650 520 -706
123 496 -574
180 452 910
12 594 -891
510 185 -75
738 234 647
268 495 27
381 10 -566
409 635 861
16 238 -518
103 284 829
583 127 10
727 298 289
458 692 -467
495 821 -724
813 163 -735
802 232 -499
131 207 -853
275 423 -984
223 421 -117
669 235 696
385 170 786
163 72 -232
247 60 423
683 135 632
75 236 -254
607 63 25
320 370 -601
624 103 235
195 35 -707
386 79 -797
671 703 639
692 476 -998
318 174 425
470 497 646
318 736 -680
576 609 -663
294 433 158
149 170 -367
754 174 177
714 524 -372
563 97 563
207 436 175
734 791 -833
263 142 242
118 642 774
336 419 885
143 89 -963
285 76 -833
332 661 -950
119 608 397
653 393 -497
479 52 168
159 491 902
377 472 -297
515 81 -380
753 604 -986
371 667 -528
513 557 91
58 75 -648
418 547 978
727 637 -198
450 606 163
784 552 -642
398 164 -467
420 780 584
23 504 409
344 328 -313
17 654 -815
435 482 -716
632 452 780
24 130 -207
662 750 36
241 403 259
249 223 861
178 38 255
107 33 -408
707 309 167
492 239 891
268 425 -861
490 53 967
229 819 759
241 46 429
279 29 -449
212 103 906
233 593 52
454 413 -566
749 113 764
136 417 984
248 816 -44
242 186 -908
827 806 320
203 171 -521
147 662 971
802 472 417
106 662 -780
670 538 752
433 496 -870
189 796 -820
435 614 -510
706 516 177
796 178 646
390 310 985
598 139 215
360 629 376
67 388 967
505 173 -665
248 304 64
24 11 -162
796 168 200
478 356 983
591 798 931
389 75 -884
400 53 -608
531 448 -559
247 533 -984
247 290 -221
225 362 -542
472 554 -23
328 141 -93
813 50 -144
724 697 -863
764 388 242
19 95 -463
351 637 861
444 562 -404
716 403 -296
797 25 -815
515 824 -799
246 32 -665
116 396 187
381 68 -917
593 706 -224
565 357 -484
355 543 -103
442 579 190
200 625 423
402 437 -641
572 629 -364
200 405 -523
77 745 -572
694 332 -627
194 726 929
603 496 24
259 264 -929
235 424 134
676 593 601
228 791 -938
743 36 629
38 12 503
550 158 -237
726 574 607
557 185 859
35 431 -501
296 481 -227
410 11 983
