874 2487
94 592 53
164 435 545
188 588 718
721 28 89
257 39 6
819 155 898
309 482 589
536 478 14
110 743 421
160 596 514
597 505 328
749 20 80
212 309 678
78 724 622
836 439 491
190 33 914
589 666 43
688 270 969
482 156 898
767 318 779
592 731 506
441 607 344
111 123 795
629 786 532
371 114 934
650 483 863
289 773 180
583 548 287
801 545 429
527 430 913
739 430 958
783 596 341
230 370 894
578 707 173
451 427 548
552 330 795
719 651 381
707 298 783
72 271 658
574 391 613
466 458 324
257 767 293
724 727 778
476 519 677
789 569 874
280 203 277
359 849 582
343 776 608
797 195 933
104 106 449
60 725 346
483 441 510
789 12 237
161 371 258
772 434 873
100 340 584
762 526 262
788 708 528
624 696 185
422 474 392
709 552 32
663 425 54
132 666 174
523 482 343
653 355 722
173 401 653
666 824 375
688 419 853
798 40 607
644 635 403
223 82 267
539 247 447
532 679 594
35 22 252
567 422 123
263 351 297
862 651 871
48 812 545
103 355 180
634 427 35
581 292 276
78 220 566
314 644 358
346 278 369
792 526 97
170 838 670
102 615 259
264 49 150
439 667 393
300 331 101
820 279 29
651 835 996
447 599 565
771 627 600
580 242 30
130 539 98
312 751 291
318 95 183
780 192 155
366 33 236
393 823 76
646 63 423
418 82 134
679 553 515
17 750 704
41 478 512
248 235 567
31 464 502
531 310 193
233 471 848
753 173 980
323 111 656
672 513 394
473 770 519
102 406 62
708 606 160
66 335 384
143 440 338
690 754 127
149 137 308
237 598 900
842 353 748
617 109 820
652 368 110
394 738 463
477 164 704
413 88 165
798 844 393
847 750 193
157 326 554
782 258 774
134 783 708
870 192 158
507 823 476
813 290 169
163 263 73
429 156 977
674 294 877
422 195 313
790 851 59
368 224 977
472 548 414
797 500 771
633 315 973
158 410 911
544 780 718
191 636 855
430 698 267
92 481 397
374 531 896
527 641 805
521 717 945
509 421 82
422 24 889
130 482 144
537 723 129
221 719 496
847 488 650
586 474 649
502 606 707
826 75 185
713 754 890
816 411 83
726 753 114
31 3 355
171 669 344
269 376 579
712 755 817
47 259 420
256 863 654
261 478 184
41 10 884
643 593 23
17 776 54
774 270 580
768 70 200
334 244 262
234 411 460
655 55 837
703 425 582
431 58 64
585 601 901
846 587 569
771 228 285
795 633 239
616 663 346
531 452 965
830 404 285
519 761 908
107 477 705
63 118 27
247 822 757
43 825 174
188 162 677
856 270 694
720 368 809
351 712 448
221 81 110
237 810 303
99 762 498
387 744 279
842 107 323
468 178 270
763 627 902
410 561 568
812 241 425
474 405 888
63 316 976
751 468 831
471 806 698
227 666 577
774 75 165
491 850 508
424 514 937
752 745 153
497 535 764
480 162 583
328 773 574
179 694 784
351 654 334
82 680 808
592 455 531
596 370 654
562 615 177
308 457 923
819 198 3
572 583 734
161 344 299
282 526 210
634 60 483
625 534 857
479 643 144
197 265 862
54 448 655
402 238 792
289 497 117
245 35 843
218 437 183
66 392 524
382 105 442
253 224 448
866 669 181
229 99 592
332 442 392
668 833 151
380 17 203
209 405 83
680 723 8
371 836 5
492 838 86
772 210 440
873 354 558
547 36 193
378 105 209
497 297 423
498 832 888
306 650 819
219 732 523
240 294 632
210 49 324
610 425 359
795 109 795
431 76 679
630 117 725
85 868 389
518 718 570
302 639 924
792 240 568
449 359 513
637 680 809
198 654 981
458 289 130
524 28 229
647 630 879
544 525 563
479 788 69
463 711 395
527 848 396
151 745 841
664 605 617
318 35 152
473 220 524
223 743 17
728 866 398
767 150 140
825 261 465
354 193 741
109 491 425
350 613 891
819 265 675
638 47 466
87 225 1
872 586 233
5 361 132
215 635 242
165 744 242
626 112 37
96 325 375
58 12 859
339 602 51
429 375 263
248 76 357
69 224 997
305 610 574
44 400 992
325 443 521
321 367 924
480 493 396
154 174 835
75 820 933
136 551 152
726 496 252
627 559 231
433 718 917
447 427 384
88 860 380
366 53 122
844 200 194
214 236 109
650 605 369
667 576 870
689 210 443
372 234 333
448 283 976
59 779 376
541 798 157
312 459 16
813 760 151
562 769 598
640 481 339
152 15 559
633 718 526
729 557 732
263 747 224
26 467 220
576 225 606
497 423 771
376 346 857
449 372 987
382 856 968
612 364 916
732 783 612
184 111 467
151 34 217
801 57 345
687 196 539
12 845 592
227 461 616
314 118 25
122 732 192
391 139 741
862 405 97
332 122 475
822 149 811
592 489 70
356 158 996
217 764 933
184 321 298
821 177 468
262 402 8
650 131 658
808 873 621
213 318 476
7 802 553
550 822 558
294 787 923
278 377 772
759 720 516
785 403 224
62 612 601
6 39 259
677 42 981
522 540 736
603 709 681
128 224 823
753 282 958
774 460 377
789 658 63
162 618 949
7 67 63
266 323 159
474 487 394
738 558 764
36 638 56
379 531 2
499 396 788
349 44 844
507 816 614
72 484 853
860 76 953
131 768 517
645 252 806
114 838 360
701 366 854
692 30 445
440 170 91
256 500 891
438 357 388
367 757 324
232 123 402
742 657 355
139 406 601
491 701 854
740 872 432
694 114 240
643 5 45
514 105 938
859 241 557
527 260 232
560 168 440
128 557 737
414 456 527
732 215 725
178 326 291
756 870 344
627 245 116
366 178 14
519 513 554
394 676 334
779 591 802
778 130 245
471 739 688
645 642 740
547 837 564
699 112 556
809 661 94
784 358 495
13 362 510
541 311 719
829 624 849
761 415 614
25 790 542
533 382 80
360 334 912
187 858 555
347 451 617
545 318 177
291 733 586
40 641 310
856 602 827
804 807 43
362 861 863
56 723 62
338 97 117
31 325 107
312 250 784
692 364 123
318 518 638
825 820 434
137 832 442
635 566 993
138 719 305
218 553 878
273 311 805
478 859 578
30 163 557
221 634 525
615 850 286
110 240 370
506 710 131
200 243 603
587 488 881
458 119 856
382 672 62
684 743 316
189 47 52
74 832 31
164 564 792
99 267 963
295 742 651
265 719 374
363 806 613
864 426 845
842 501 299
22 44 430
605 833 157
431 285 219
455 631 856
375 569 984
614 329 575
191 830 760
722 249 6
606 9 368
597 565 450
381 234 532
785 7 472
262 478 306
832 759 165
50 696 659
491 531 580
241 261 198
471 551 315
438 648 847
441 798 125
403 541 88
673 642 142
552 488 604
344 783 894
420 502 262
473 107 835
161 430 932
371 411 60
497 272 409
208 836 986
212 299 371
521 307 436
248 134 533
607 586 281
702 88 426
688 239 662
95 541 450
48 264 83
219 745 108
433 787 582
240 38 608
208 841 539
802 231 342
255 393 289
444 691 257
256 539 123
714 420 81
8 799 697
722 338 165
304 844 623
133 183 807
1 451 872
247 817 600
576 688 181
818 712 140
110 547 117
125 646 370
580 213 246
329 13 326
517 764 163
224 678 45
702 28 58
610 839 290
481 197 821
62 589 227
765 87 544
436 661 527
155 616 429
770 150 76
299 380 525
699 570 878
276 264 979
414 566 844
249 457 683
298 98 323
119 135 330
348 792 489
720 751 393
655 190 378
340 806 381
175 854 212
151 411 563
289 236 973
269 455 743
126 653 473
266 809 18
658 583 688
625 741 258
395 333 687
872 339 561
588 752 129
365 480 392
130 638 983
23 589 450
488 205 342
474 371 947
280 800 74
148 382 646
219 267 325
144 445 685
688 338 453
277 584 982
659 56 84
480 568 324
779 220 50
15 680 983
413 765 326
147 506 468
545 251 371
593 733 281
704 859 993
203 282 3
233 424 892
690 646 380
67 45 395
844 522 466
685 502 221
245 326 155
38 505 501
405 553 193
871 808 827
126 256 241
553 406 99
601 99 862
800 704 459
297 623 234
672 270 301
107 489 345
173 666 822
841 257 942
749 604 867
540 807 805
735 645 708
548 283 759
229 673 281
386 9 679
140 33 931
476 619 637
724 512 719
534 495 600
267 822 260
479 256 428
282 592 289
658 612 889
648 671 580
110 538 892
534 363 866
329 295 223
785 54 799
22 186 117
153 147 190
168 190 562
294 282 978
477 736 700
717 730 257
768 72 204
149 583 601
335 642 155
23 417 625
175 627 786
809 432 444
23 572 69
637 334 236
601 624 154
46 159 42
620 247 61
30 842 324
664 530 681
637 57 314
552 841 680
480 492 456
147 744 687
844 214 17
208 845 249
55 93 203
20 538 838
824 386 548
308 517 412
551 258 308
611 39 773
76 203 961
13 630 773
504 784 656
191 263 159
458 557 735
862 802 713
293 588 903
658 305 901
559 367 496
593 541 738
300 774 263
663 480 57
303 234 84
289 702 619
115 405 133
683 7 116
435 716 738
622 271 934
174 617 734
173 692 205
337 316 952
632 662 996
191 491 213
445 458 863
620 1 814
89 610 713
119 568 200
252 344 523
287 148 756
784 396 286
26 565 528
589 172 971
669 658 76
190 363 870
460 229 2
609 480 66
226 586 764
385 704 978
552 492 795
449 698 108
773 353 179
687 350 814
680 314 430
528 830 649
715 551 716
726 290 137
614 766 456
829 541 711
573 412 55
549 594 728
519 857 251
71 217 880
117 129 977
158 413 741
20 360 434
675 859 910
350 766 295
373 23 664
214 563 971
556 480 17
528 593 48
708 873 348
626 139 302
467 623 279
827 821 36
634 657 864
718 381 791
527 184 604
534 508 507
637 1 456
851 412 64
166 454 168
720 634 209
793 115 98
722 470 387
322 1 633
295 562 399
235 803 161
641 63 252
356 108 419
166 685 751
149 756 355
428 457 514
540 528 502
743 352 103
23 433 164
283 589 415
758 24 898
571 776 202
44 401 724
701 169 42
820 714 464
400 851 894
574 711 749
851 377 795
503 459 692
537 461 485
863 429 808
93 269 250
571 253 132
531 168 749
500 625 316
717 34 342
704 870 76
222 463 767
401 817 788
799 440 796
731 837 830
427 6 932
282 802 328
625 129 939
196 35 948
278 850 276
848 477 500
312 545 938
243 551 661
131 192 948
465 498 855
40 521 3
637 770 940
647 669 552
520 551 842
325 340 520
549 452 819
82 404 655
571 463 874
155 262 453
758 654 794
795 110 214
389 151 138
253 92 49
212 343 502
30 366 169
37 769 272
334 138 13
359 207 137
133 580 276
164 745 982
724 750 814
40 594 613
382 249 400
796 419 166
390 632 823
712 1 733
869 752 468
758 222 132
103 163 851
126 27 299
339 256 271
264 770 780
441 781 25
184 137 106
163 134 993
286 519 389
728 425 998
83 340 668
198 200 856
159 546 266
285 771 18
126 87 914
529 832 285
625 623 6
217 642 620
578 786 470
204 145 328
325 741 664
768 121 112
544 128 416
537 825 198
592 726 927
432 807 391
822 477 25
307 713 730
156 726 18
840 737 585
613 261 342
398 241 780
545 4 962
225 402 283
246 31 682
255 135 411
130 573 942
555 791 303
257 122 841
437 48 518
320 48 706
865 232 399
833 445 81
783 181 842
840 856 671
372 617 536
336 498 162
571 69 489
168 524 462
863 306 366
457 53 915
829 294 80
170 492 893
3 641 244
691 560 953
530 730 99
865 531 93
195 355 702
464 625 334
577 233 469
326 582 560
654 238 50
672 129 656
368 453 414
782 538 407
538 826 488
254 453 988
629 798 812
819 618 826
120 709 265
213 525 109
405 577 414
690 583 369
28 750 267
590 643 504
8 726 874
366 145 276
425 424 807
602 150 699
180 693 444
716 426 950
232 871 160
686 247 815
274 852 649
376 634 709
490 15 832
851 16 63
315 198 168
183 17 409
139 550 416
218 736 420
405 478 678
399 786 739
460 9 834
376 607 876
624 347 981
61 579 933
234 642 928
784 254 4
540 858 13
374 872 935
203 52 88
323 92 526
395 417 774
831 191 339
749 267 541
259 869 837
449 42 164
252 270 893
251 872 279
289 452 299
861 512 829
92 530 919
32 844 546
624 312 590
115 139 205
726 501 844
62 444 945
66 210 808
660 167 835
747 628 963
839 135 707
284 172 919
753 368 85
84 527 878
747 723 968
775 178 232
321 844 940
178 540 401
655 389 810
313 274 440
332 783 461
746 648 203
734 714 19
862 110 64
509 299 226
95 627 957
499 752 512
237 862 533
161 106 863
191 118 185
189 321 679
404 842 428
546 508 183
491 1 988
186 756 289
540 383 588
66 628 437
614 545 459
55 767 665
146 333 173
427 623 910
491 142 880
634 88 349
73 300 605
157 6 341
673 355 556
857 89 64
119 178 79
245 677 361
141 671 242
845 873 138
60 390 703
554 217 509
10 119 216
126 775 854
738 172 561
649 452 853
354 68 984
396 393 892
128 109 155
339 381 269
786 753 53
58 583 882
857 836 346
676 383 11
402 598 479
150 281 340
82 560 70
147 753 726
531 370 994
811 657 512
214 305 107
449 823 938
232 505 275
381 87 759
537 48 164
837 250 628
337 741 923
649 194 141
670 180 123
442 419 423
673 479 265
822 377 826
760 362 388
656 796 810
851 617 450
152 785 140
835 182 783
432 382 932
850 701 132
88 20 679
376 104 599
550 706 603
62 516 451
47 805 721
457 828 598
322 867 593
225 179 899
422 803 826
800 415 401
335 30 943
871 677 20
224 298 361
128 241 995
229 545 323
325 138 363
291 772 1000
644 103 561
95 21 980
168 748 921
833 257 147
730 724 26
21 642 498
476 817 846
190 609 496
68 242 402
661 132 81
598 231 103
240 697 577
460 368 570
458 656 179
418 50 534
549 771 200
610 490 808
222 706 135
769 192 58
706 111 583
106 252 133
807 74 629
809 64 35
90 276 103
460 707 755
862 767 936
273 55 846
483 390 394
756 71 254
555 398 89
379 694 600
83 76 856
449 871 937
271 780 81
206 551 244
230 417 861
592 200 139
622 137 585
492 703 477
550 579 142
351 84 271
571 132 48
95 739 572
828 576 45
630 96 596
600 854 517
105 782 742
12 22 632
197 408 593
305 708 563
480 408 843
782 482 263
141 759 624
440 181 205
627 644 988
177 576 399
196 629 323
698 685 784
303 572 337
227 568 895
766 647 858
266 740 280
91 453 865
853 350 286
678 424 321
162 92 210
614 330 784
371 645 494
577 196 295
631 228 689
73 205 439
144 545 345
8 660 76
551 432 907
454 403 153
787 556 58
146 334 203
129 753 942
326 45 143
531 541 45
794 649 846
741 105 853
509 433 390
417 298 398
416 127 247
189 874 971
520 543 794
785 115 384
532 373 357
203 439 974
378 408 677
795 671 209
63 145 707
566 143 847
793 669 35
655 394 397
236 661 114
549 369 12
736 219 129
745 467 809
224 250 695
496 315 480
471 415 598
363 550 349
628 533 513
707 81 41
100 197 413
290 351 788
247 128 31
116 89 92
138 772 311
614 173 349
72 522 808
787 118 868
874 568 602
399 442 699
517 131 271
467 7 211
831 621 996
406 594 316
476 58 652
700 873 625
809 684 477
461 260 992
224 6 517
524 248 85
437 727 322
370 169 900
535 322 46
392 527 482
386 641 644
223 44 795
162 766 9
411 752 428
653 521 971
408 461 320
472 787 400
267 773 405
668 242 344
85 632 34
661 214 246
479 108 533
538 289 822
120 627 853
750 242 621
332 611 960
167 108 751
577 680 57
788 258 919
604 582 762
777 802 976
431 500 146
232 710 655
761 681 828
660 325 611
369 47 514
165 315 125
37 737 405
641 559 287
148 325 476
825 164 39
248 391 155
727 220 417
747 252 863
330 360 473
861 853 790
226 514 31
323 374 95
102 225 61
379 696 773
281 790 279
605 254 687
45 446 392
233 198 637
69 326 816
560 478 925
356 577 196
557 258 709
756 571 339
868 381 429
433 837 705
145 191 635
443 684 162
600 198 312
536 787 198
676 313 967
690 180 656
620 247 922
276 597 199
625 651 131
527 655 211
111 688 770
535 50 659
398 590 398
675 717 935
644 722 591
531 327 612
5 823 230
242 526 951
33 874 868
693 399 188
744 831 203
497 656 97
688 681 864
813 437 650
687 179 220
467 292 970
430 99 444
714 432 829
325 757 974
758 157 762
854 30 238
646 528 285
634 198 157
313 5 284
280 410 104
610 179 433
302 273 489
204 321 757
342 139 751
322 376 48
820 288 287
20 117 168
682 636 624
119 542 949
831 752 392
319 379 476
311 140 619
605 859 278
17 235 691
628 260 693
517 247 495
772 596 947
30 54 352
373 276 904
45 381 720
507 31 355
855 589 970
585 771 865
595 88 798
758 58 219
553 150 921
581 50 510
2 66 935
569 844 173
263 56 140
437 298 478
240 132 443
425 368 925
175 600 953
18 193 738
203 713 956
237 588 673
312 130 508
147 706 805
589 262 454
609 320 351
576 184 99
84 259 261
100 593 959
241 690 894
785 748 530
619 387 343
493 868 955
208 91 192
872 359 79
524 54 513
423 284 907
777 389 317
676 168 457
88 590 699
512 166 176
39 692 581
802 219 214
640 705 143
836 133 907
556 492 606
359 720 19
451 710 589
180 431 964
28 294 264
329 852 265
733 394 399
268 642 506
621 268 926
765 728 460
570 350 550
620 871 658
297 218 890
172 547 791
402 204 782
331 525 733
626 294 203
363 634 259
587 680 8
95 565 934
485 116 837
724 572 585
32 213 80
820 266 12
55 575 757
540 104 982
416 741 16
440 802 462
426 456 617
165 253 536
667 458 759
162 388 443
288 785 24
357 379 165
299 203 962
24 596 491
366 241 212
303 261 843
869 440 286
389 202 411
640 632 122
626 171 887
82 136 437
170 587 362
833 352 263
401 440 774
851 176 485
799 685 990
792 480 474
35 451 632
64 772 767
86 344 157
106 387 855
783 832 757
846 847 292
868 722 328
621 684 526
421 249 729
544 626 736
524 844 927
37 358 113
161 368 249
487 771 332
749 378 191
445 72 523
403 170 145
158 315 105
244 300 232
734 148 771
631 201 637
680 463 861
803 732 965
112 807 244
748 91 542
165 729 614
73 423 17
378 188 33
143 682 17
549 132 361
51 492 453
36 91 698
16 435 673
755 744 984
562 134 304
313 537 839
303 124 731
254 372 660
279 208 291
579 236 810
592 330 764
655 502 439
318 347 858
378 228 129
122 596 782
613 591 170
664 636 549
176 413 731
185 415 850
480 263 89
236 484 401
694 767 681
471 148 172
397 553 811
775 359 410
524 241 438
803 65 976
165 71 322
791 434 429
204 392 697
449 216 347
752 162 895
562 620 481
277 378 552
230 295 17
516 140 238
487 575 998
614 286 258
486 313 522
83 456 215
342 357 590
587 416 687
295 556 589
286 621 292
552 252 492
257 744 124
198 5 138
788 752 457
663 297 245
130 571 368
365 742 771
631 332 690
563 141 706
769 473 529
195 260 190
567 684 696
759 410 537
461 71 81
10 243 433
643 715 853
384 587 536
631 744 960
341 867 105
126 561 963
714 676 946
166 468 653
845 828 443
342 426 833
503 309 961
292 613 304
80 91 93
478 592 93
189 363 762
463 442 213
377 473 606
627 583 895
720 457 628
813 346 316
557 577 390
388 523 917
597 488 12
37 403 58
626 769 526
265 797 554
852 35 19
769 390 647
526 145 601
295 863 23
347 825 116
91 699 611
61 692 122
755 833 328
203 619 464
286 723 518
177 239 142
320 300 602
374 867 312
470 819 813
76 266 911
543 86 957
51 419 25
855 618 497
268 436 521
567 639 822
544 692 714
590 264 621
513 345 934
391 393 381
684 832 584
125 603 348
658 5 359
38 27 20
631 279 318
411 468 930
371 358 69
628 50 79
305 780 393
330 283 660
735 538 810
277 232 391
134 39 288
194 487 635
646 529 805
319 555 41
796 337 983
692 614 899
647 463 57
269 640 306
821 656 533
486 129 312
749 680 33
323 442 100
280 354 178
376 231 423
379 309 419
243 597 519
471 440 63
189 695 789
142 52 517
655 586 738
474 790 551
581 171 255
135 810 677
508 452 154
854 755 204
550 742 66
289 484 475
50 727 235
37 92 757
467 645 597
829 293 85
513 141 51
431 307 812
271 519 276
346 853 475
573 161 190
215 749 789
229 316 395
692 180 480
5 75 230
65 405 383
157 482 523
555 33 667
710 504 343
382 36 893
671 198 992
342 281 869
689 14 725
189 302 674
549 323 639
317 283 91
403 727 419
58 203 748
233 714 651
210 860 501
783 161 385
662 45 956
352 838 957
251 476 979
46 709 952
839 92 369
331 633 521
160 497 113
142 205 89
95 617 349
369 619 165
415 669 587
105 342 425
505 81 309
527 744 236
720 17 742
496 13 529
329 463 785
58 697 735
54 616 167
519 385 432
460 541 34
593 518 330
754 399 125
640 675 822
347 210 570
381 120 769
88 636 908
504 613 312
748 464 818
402 689 361
340 382 524
816 705 788
628 407 67
587 446 377
402 52 203
683 499 761
745 129 278
796 499 160
131 346 996
135 41 59
108 69 78
221 711 170
619 708 792
249 123 197
95 751 668
411 19 330
273 666 472
301 94 655
628 269 419
646 324 415
705 348 591
863 348 375
298 693 148
11 367 302
513 505 720
825 831 963
205 269 574
158 219 394
34 632 260
12 801 451
633 167 336
810 261 120
836 780 449
526 848 297
404 858 366
606 689 31
658 163 620
672 138 774
312 238 856
616 34 114
71 333 372
181 104 892
281 560 754
450 422 646
184 791 718
799 858 602
661 195 435
379 4 754
352 294 865
554 596 759
7 748 765
754 680 518
122 675 357
500 306 488
10 465 886
125 737 682
315 57 657
60 113 361
403 160 154
785 679 35
278 398 472
683 844 166
659 660 382
280 823 334
216 227 68
654 497 943
637 266 496
169 866 882
21 657 172
756 556 594
30 480 669
180 294 617
819 671 939
841 359 701
303 143 76
237 135 342
567 48 129
585 389 33
669 751 148
666 586 713
271 639 137
630 142 484
550 370 907
352 819 386
23 409 386
830 215 44
706 20 20
124 572 523
208 329 53
718 687 166
851 269 115
25 682 296
242 770 783
534 770 139
230 304 810
158 78 467
50 828 410
665 365 447
518 346 520
448 247 560
320 505 451
684 478 587
230 765 577
453 330 767
420 522 422
567 295 868
844 40 727
795 419 201
115 148 456
175 506 625
215 281 181
331 711 576
556 504 648
308 202 650
86 458 709
343 123 836
76 21 631
192 687 858
349 633 511
504 302 844
406 265 877
602 312 68
257 747 47
702 504 406
41 761 521
170 567 718
2 1 299
792 440 798
77 564 50
84 693 566
405 166 459
309 605 768
636 371 925
10 169 230
775 175 213
686 124 287
677 642 235
460 7 959
830 798 914
627 332 404
615 433 896
772 704 42
276 659 166
202 774 776
643 133 244
549 72 621
830 697 128
220 259 719
306 609 38
744 323 198
602 358 865
541 568 780
319 228 463
42 130 449
333 722 315
216 278 351
666 27 196
218 333 268
492 118 628
563 8 612
107 743 135
756 353 565
591 130 989
262 600 215
534 526 522
28 413 16
600 499 476
657 404 157
621 459 423
506 786 558
463 419 501
61 170 163
809 564 141
162 771 132
168 268 94
77 847 211
260 448 170
223 145 236
167 626 112
6 344 250
415 796 295
316 610 961
625 602 454
170 209 191
18 674 380
85 809 632
421 753 543
797 468 471
732 768 784
52 863 1000
447 812 207
212 855 75
668 800 231
269 433 332
718 207 22
90 824 981
265 852 537
2 238 530
400 145 218
663 665 540
128 186 255
146 275 848
434 283 788
33 647 676
544 816 145
551 348 71
703 1 717
705 241 99
586 194 930
613 730 222
764 678 320
82 435 479
847 446 923
727 323 331
783 626 715
285 613 317
316 680 506
578 607 512
773 347 995
454 727 883
582 31 754
646 498 554
791 775 941
303 62 493
430 488 437
589 74 908
754 617 11
238 342 839
559 573 71
186 196 678
659 681 192
517 379 250
272 19 565
632 211 667
815 193 931
95 10 265
820 590 341
854 633 747
539 409 648
331 574 905
705 700 582
582 859 372
755 263 309
620 356 59
804 131 789
27 341 481
510 829 607
761 669 610
335 291 344
325 369 80
465 263 440
758 324 114
706 839 76
346 118 253
436 825 988
606 508 72
858 462 667
762 396 977
128 126 766
497 771 976
143 825 504
705 412 268
471 632 197
377 105 13
607 525 411
238 273 120
362 263 310
321 272 354
845 413 231
192 797 138
50 538 18
351 226 178
587 278 402
706 487 9
35 383 734
412 590 248
464 681 901
184 565 581
717 700 458
244 310 598
500 35 898
808 594 500
675 287 324
305 622 355
357 233 686
402 858 98
798 819 272
66 336 680
732 101 576
263 554 233
659 300 932
80 2 445
507 323 425
14 633 173
707 825 265
367 823 258
241 147 449
619 820 401
667 359 742
547 709 532
796 703 286
280 472 237
257 253 68
852 562 3
237 87 117
857 641 872
608 204 495
874 127 52
183 250 55
632 28 611
484 182 583
472 26 365
542 252 116
276 22 161
106 745 370
183 860 975
659 343 667
823 676 585
595 569 248
250 616 399
5 481 191
321 136 453
287 137 728
577 780 604
628 830 145
184 634 148
661 404 918
509 69 402
799 141 317
418 757 885
405 147 309
543 599 993
837 597 810
625 560 136
458 857 688
430 434 58
65 370 180
280 749 22
254 431 920
145 696 245
649 249 743
835 784 197
669 519 659
164 823 91
422 609 970
650 791 798
757 121 71
865 382 220
561 119 84
526 866 594
416 147 845
418 390 610
386 254 275
182 62 436
370 194 719
379 740 573
236 622 782
319 362 200
324 325 404
466 319 799
217 462 620
763 727 679
486 633 227
648 92 772
95 729 429
302 250 579
67 333 427
117 611 544
787 582 381
23 631 669
582 506 685
164 100 367
123 599 129
323 445 713
189 356 819
94 409 122
337 550 475
232 617 244
774 512 840
115 873 189
14 739 401
849 539 649
401 354 81
751 544 412
818 154 396
746 207 101
809 469 610
85 313 401
453 232 915
314 570 670
599 683 57
88 270 516
653 517 152
334 726 80
770 268 188
773 186 369
423 672 414
667 573 180
140 182 55
192 71 731
429 368 738
280 690 569
345 19 432
6 460 419
428 377 928
260 617 79
677 362 580
437 289 586
275 261 161
209 549 377
464 68 141
663 416 215
255 535 367
442 751 900
772 126 533
785 487 419
568 231 653
611 347 377
19 208 750
95 826 571
