16
955 1944
132 832 369
58 606 572
896 185 782
129 759 740
329 235 655
184 724 247
504 606 106
524 483 194
490 100 322
892 438 415
907 720 764
624 437 619
788 845 19
706 850 731
603 107 854
35 607 707
383 857 225
250 740 771
831 228 883
605 24 71
921 656 90
629 285 752
71 713 516
202 13 51
580 548 69
617 852 71
501 864 286
892 545 170
753 213 628
686 373 177
555 879 699
142 551 672
134 294 992
571 256 26
674 178 812
838 626 749
169 950 645
303 507 357
770 124 926
398 675 285
487 383 597
851 92 521
331 205 706
230 267 98
677 574 264
883 547 522
330 139 365
916 90 972
790 872 467
595 936 571
191 776 769
27 293 873
508 709 56
455 401 428
191 637 409
679 291 209
443 410 104
239 149 610
671 475 164
384 813 164
190 78 372
699 773 767
400 671 537
719 410 677
368 675 425
772 885 104
67 41 1000
246 578 387
618 196 497
892 947 297
162 432 467
857 22 776
422 114 193
617 592 365
194 567 798
802 272 363
657 572 621
534 669 966
461 351 645
754 95 584
32 334 620
362 892 809
868 531 945
938 571 70
632 238 373
585 471 581
581 462 997
473 289 757
315 237 649
803 912 734
590 933 19
952 319 808
242 111 116
286 605 669
359 364 965
951 759 341
941 140 124
558 461 582
713 747 1000
652 832 947
409 256 390
456 529 92
634 77 64
462 659 136
46 258 980
90 438 300
26 126 632
749 434 504
581 480 876
690 91 469
555 71 85
179 145 541
744 780 655
901 868 58
123 834 910
243 278 900
779 764 196
560 758 3
817 611 317
466 359 421
72 754 284
441 167 217
735 733 498
699 594 421
324 931 525
762 148 287
421 626 203
720 469 522
646 447 464
675 389 177
813 256 327
868 109 379
184 850 640
360 15 982
699 911 261
561 399 572
842 517 40
642 261 276
177 124 367
675 41 727
100 384 93
318 611 122
187 127 641
695 447 65
700 54 981
112 306 289
439 323 978
390 264 803
779 653 474
22 718 550
862 434 355
565 567 311
453 311 409
588 841 566
147 223 556
205 605 415
505 397 439
460 794 382
500 336 445
10 220 721
663 872 523
744 46 736
525 225 364
509 882 618
490 224 954
480 747 92
547 955 252
68 531 714
368 600 965
260 228 601
421 433 882
211 546 327
452 857 255
916 778 44
830 330 81
74 220 163
59 469 156
442 629 446
871 858 139
856 263 404
37 943 997
454 270 821
168 781 996
852 940 250
485 850 432
226 352 947
496 776 254
511 596 246
128 893 662
238 33 98
809 73 330
672 69 565
732 275 974
177 58 447
893 182 117
324 484 541
438 327 318
493 665 175
267 180 245
175 190 278
185 727 226
649 262 619
663 338 588
438 395 127
472 562 671
647 613 573
405 700 386
536 714 280
60 325 177
824 336 867
835 579 594
608 61 354
609 446 591
657 654 157
932 730 770
335 443 184
12 274 977
97 459 702
926 330 408
933 464 36
198 66 974
523 136 343
434 213 670
187 664 714
402 813 451
893 595 196
215 451 91
749 633 108
583 757 841
773 17 985
714 477 748
647 812 601
225 188 79
276 747 158
565 891 411
429 132 137
88 212 668
948 858 608
364 672 919
46 494 284
383 926 487
745 607 471
36 310 960
562 766 528
327 784 111
61 49 678
327 212 321
294 874 514
660 864 4
774 697 956
939 332 58
870 862 555
922 716 886
231 763 929
107 323 124
379 403 641
782 872 262
511 800 644
812 362 823
870 809 868
465 769 662
36 496 873
204 49 235
731 347 47
211 685 446
577 785 949
106 254 641
139 203 506
534 347 425
885 387 883
392 533 263
203 297 39
449 298 251
636 512 956
468 609 994
782 160 860
103 720 267
944 533 370
218 482 57
776 947 207
290 707 681
509 609 830
354 214 554
481 776 165
588 698 27
373 434 358
763 736 255
707 134 696
359 85 488
767 240 15
87 589 810
607 139 917
257 812 591
581 363 972
37 526 253
49 106 556
830 950 976
945 833 22
758 698 58
416 136 988
250 329 636
824 493 69
301 15 152
123 354 493
536 796 503
451 488 592
636 268 177
359 571 900
153 829 294
74 521 295
708 799 333
922 798 539
139 892 94
600 698 751
333 698 124
576 120 992
153 694 502
310 569 11
924 131 667
714 83 661
947 423 503
632 238 291
358 815 487
648 673 136
420 841 378
699 862 962
473 497 378
358 333 367
464 27 750
689 464 713
167 271 551
189 936 299
701 606 548
912 543 127
457 806 35
320 394 731
890 516 688
541 455 716
888 425 417
111 837 203
327 129 694
41 146 684
167 251 646
426 299 365
10 607 352
893 884 318
179 159 230
819 665 190
204 180 80
932 896 829
550 453 433
146 752 619
800 801 860
439 842 609
406 210 393
115 147 188
727 757 604
68 441 565
281 561 306
151 277 923
68 935 929
756 696 922
98 840 337
772 91 436
630 215 272
522 225 981
518 172 26
431 168 375
783 19 661
13 553 496
552 559 781
20 674 15
335 191 120
266 360 946
252 720 600
450 227 401
293 249 15
679 939 907
610 765 804
567 561 640
3 253 394
465 652 377
50 592 493
540 238 139
149 663 529
617 258 56
829 396 298
243 616 346
768 226 309
412 242 942
89 802 10
159 459 348
697 168 69
589 225 841
953 204 183
650 137 75
931 543 558
823 942 632
498 111 904
785 297 728
144 877 308
449 167 636
685 745 95
226 240 489
694 281 844
741 384 2
764 301 570
97 381 362
162 652 140
938 167 981
896 932 171
469 116 929
405 729 410
946 115 633
52 627 375
453 805 192
756 224 75
524 367 284
305 239 307
116 910 199
291 343 900
248 665 215
480 643 742
227 176 451
66 401 492
78 177 496
638 920 489
339 97 940
396 549 677
601 833 533
444 704 871
880 256 205
920 772 690
304 10 693
401 617 536
765 448 114
110 3 153
574 579 742
546 813 655
608 370 281
607 318 606
288 29 23
277 524 763
799 700 819
472 243 285
765 150 607
111 151 207
25 737 59
84 737 219
782 399 876
277 525 286
431 745 792
504 127 739
505 207 608
901 247 687
71 421 169
174 876 978
497 760 687
254 828 376
414 816 776
265 678 35
935 188 851
650 329 831
327 830 452
588 173 877
260 245 556
855 864 603
190 597 142
187 119 390
191 3 511
105 444 783
791 651 266
900 304 329
85 761 30
480 755 651
206 468 906
433 251 836
859 118 887
95 46 973
202 5 687
484 698 453
896 133 922
325 861 487
719 562 761
405 939 877
185 625 616
771 155 558
191 440 114
556 426 32
635 596 636
401 755 176
717 131 968
285 509 283
364 331 174
524 75 144
213 789 424
809 399 331
303 832 656
237 614 834
880 443 797
60 835 440
741 732 593
816 280 496
922 439 509
769 605 471
901 284 244
316 806 586
235 424 609
454 521 109
663 21 992
781 534 884
33 744 974
644 654 264
718 498 679
688 139 164
528 444 710
212 527 893
346 113 312
844 166 970
896 625 19
476 889 522
139 197 19
484 413 179
766 834 788
391 80 773
668 437 591
342 785 159
268 786 71
537 810 537
221 460 23
440 607 829
143 933 780
738 780 903
72 519 194
798 396 173
468 376 709
913 390 468
869 116 494
215 928 180
677 649 306
341 606 485
470 417 414
749 145 294
19 748 320
17 416 1
839 270 622
835 84 761
57 919 49
124 888 298
141 64 111
707 42 478
685 67 160
919 536 26
198 917 786
461 423 79
386 268 437
563 212 655
727 763 261
519 682 903
348 837 855
714 294 683
399 159 322
421 772 846
175 249 156
176 225 109
772 551 350
453 745 752
156 884 75
832 831 101
200 931 253
405 773 442
611 861 249
808 212 684
396 492 63
681 635 547
636 735 940
537 947 596
164 299 360
930 64 352
818 127 475
24 274 995
573 284 732
816 733 493
710 317 935
34 754 751
376 317 225
876 666 443
753 325 456
881 616 931
31 822 238
474 246 833
611 392 992
448 207 585
685 92 319
665 401 965
128 477 217
470 217 478
768 754 870
254 512 259
590 172 327
688 502 240
141 47 214
731 764 952
71 575 528
469 728 196
55 474 850
266 764 574
331 740 298
116 23 943
938 627 869
677 321 877
432 88 545
64 93 579
545 260 160
825 651 130
665 433 429
102 807 915
478 449 367
709 278 180
422 203 951
283 266 47
80 2 321
180 478 932
227 303 716
145 678 50
129 812 844
66 340 741
49 749 408
68 693 112
32 493 653
809 73 99
9 50 237
40 578 724
795 730 723
446 283 373
607 176 943
418 381 866
575 890 322
524 211 312
629 334 179
728 298 123
801 379 847
352 800 482
361 310 581
134 24 934
65 208 320
788 41 708
495 142 135
140 596 853
684 175 860
208 786 73
159 722 246
581 635 584
215 791 475
160 621 130
118 175 25
780 849 786
550 329 867
227 259 138
82 99 565
109 914 902
449 432 834
661 21 12
701 927 950
285 91 195
853 352 152
932 827 258
628 367 257
73 359 55
5 133 330
393 150 77
699 838 121
252 296 415
942 618 77
273 640 386
605 40 850
364 449 247
633 355 390
882 376 629
803 367 904
471 525 768
772 340 615
330 774 745
817 469 659
85 874 957
289 692 257
33 737 575
374 746 251
579 480 651
793 178 872
802 741 467
812 427 530
826 516 638
938 744 176
277 895 741
62 502 931
902 745 279
648 332 922
246 543 556
273 666 340
451 705 429
692 796 553
890 414 813
177 372 294
639 543 159
486 523 87
519 90 102
688 879 193
916 579 830
206 90 917
531 160 25
458 716 295
579 52 71
43 837 499
338 559 710
116 253 945
607 214 501
866 204 530
367 305 725
849 251 180
218 259 701
324 919 663
665 358 690
569 301 809
621 97 160
149 820 624
541 172 883
850 887 489
387 845 349
386 671 708
235 588 572
830 656 23
69 204 186
140 641 683
373 320 890
437 68 558
721 291 31
411 774 117
80 112 625
535 590 390
361 457 115
128 698 617
656 589 777
322 182 629
537 404 369
477 69 37
110 614 601
35 85 341
528 480 229
674 751 639
236 814 607
628 53 465
353 664 478
848 423 37
464 53 265
171 851 117
915 168 923
357 472 506
452 360 994
188 493 94
486 632 469
690 905 425
652 794 301
134 553 502
935 645 549
604 51 926
14 91 633
915 102 768
441 402 845
907 271 289
866 713 708
921 505 776
654 449 623
512 784 620
114 345 378
196 379 455
164 550 791
69 934 499
190 514 720
70 298 729
632 390 525
88 22 202
520 174 855
79 439 289
648 423 337
730 563 386
421 99 819
357 432 338
540 810 252
61 69 814
557 211 39
504 379 281
53 384 366
860 780 713
566 760 546
852 942 184
578 432 213
49 192 1
132 447 82
424 926 346
96 269 440
744 188 74
577 198 628
110 196 163
266 912 209
702 557 768
861 843 159
531 796 932
186 528 510
269 30 726
921 320 153
903 769 443
798 225 702
276 880 239
171 501 344
381 511 607
722 394 447
284 148 378
658 511 567
142 782 631
743 463 741
910 669 508
739 509 286
949 45 42
639 222 507
288 752 659
732 933 378
510 311 755
668 884 561
644 270 356
408 482 689
517 721 627
557 151 533
405 417 196
129 570 566
640 680 175
197 85 31
677 822 611
100 168 461
60 25 367
304 25 946
355 785 843
532 839 255
22 245 732
710 222 602
582 5 512
59 102 795
693 325 676
405 670 68
761 554 55
337 283 544
803 143 660
142 143 699
717 170 763
283 535 928
703 789 755
536 763 57
271 361 803
445 484 277
41 951 597
692 656 183
678 681 749
771 134 915
398 149 820
766 556 407
441 68 886
620 940 186
122 830 534
493 362 101
925 193 749
680 675 431
208 623 802
227 641 255
452 100 488
47 867 752
592 16 860
311 943 982
385 821 728
355 237 583
710 127 343
74 485 477
684 921 649
189 591 732
423 513 83
144 131 418
931 952 639
277 314 591
650 806 485
756 657 187
92 751 118
917 218 311
873 3 557
569 683 535
511 489 549
680 4 177
945 49 329
582 772 535
95 817 894
414 357 303
311 888 622
13 48 518
844 2 774
280 264 939
426 159 532
534 457 616
809 25 134
738 266 542
352 947 160
15 770 695
924 419 590
743 207 333
468 847 121
243 213 235
804 902 513
865 194 562
357 389 729
475 746 646
122 255 281
535 434 625
313 931 916
344 361 88
776 284 945
162 907 652
144 577 248
656 135 493
382 182 725
832 805 308
475 671 178
80 549 159
824 494 892
593 286 333
170 20 801
819 705 945
134 126 197
316 34 991
794 613 898
748 910 486
435 183 387
432 848 200
887 655 67
2 386 754
610 91 932
320 219 469
703 251 531
457 24 966
611 893 752
254 75 847
564 172 112
312 269 201
319 103 941
113 56 520
693 846 9
490 684 836
183 649 915
403 276 929
924 254 479
216 335 550
315 291 886
794 55 578
192 444 86
545 405 686
908 300 608
767 210 75
892 472 451
648 670 942
867 190 661
446 220 845
137 76 656
275 450 574
227 178 520
831 761 900
502 306 131
306 673 360
541 166 356
514 149 422
656 252 177
663 597 253
870 106 846
873 844 913
625 466 963
464 703 260
611 760 335
867 439 895
366 242 715
265 610 858
114 889 582
443 542 961
769 533 865
603 248 99
606 202 246
333 833 649
178 434 914
859 406 458
45 759 88
760 711 157
435 89 981
736 655 959
500 510 757
535 235 308
708 748 826
772 409 919
301 838 274
440 390 573
286 745 405
891 305 849
771 603 385
935 42 73
295 49 678
723 798 361
580 136 557
700 97 305
282 759 581
3 262 204
152 721 637
71 139 231
48 735 303
393 611 627
519 215 378
401 955 638
32 727 757
468 464 995
825 771 5
399 42 998
125 217 359
104 4 512
328 390 218
109 510 852
558 725 614
481 218 133
65 236 645
109 214 978
303 900 717
819 94 12
200 337 335
704 17 468
44 279 187
428 168 708
740 195 558
671 44 427
321 146 321
231 725 64
751 474 687
848 890 548
411 885 657
848 895 315
23 585 513
692 13 196
683 312 593
747 167 528
55 666 319
414 31 174
676 33 851
408 224 522
923 497 461
793 678 437
737 98 439
189 713 872
715 914 900
944 922 878
248 776 147
679 758 570
215 387 57
129 626 386
787 73 238
884 741 28
783 855 453
829 927 389
275 786 524
107 835 611
379 867 952
136 257 440
218 817 768
440 729 995
546 296 530
483 288 780
202 754 382
401 26 258
943 766 35
148 729 589
169 415 537
79 19 109
26 406 416
27 619 188
770 217 608
628 774 140
871 10 402
756 199 130
600 48 248
572 449 130
668 913 784
553 575 251
763 497 67
836 317 420
478 390 201
399 923 889
756 784 65
490 52 289
704 937 887
145 286 138
872 720 611
411 372 470
141 841 958
39 441 378
495 298 542
168 633 313
437 726 820
743 221 255
382 845 923
181 456 402
452 217 508
419 24 466
415 700 192
855 268 173
470 136 186
922 467 174
421 393 993
96 522 565
117 43 475
634 590 58
417 402 596
630 578 152
540 658 709
901 236 49
475 772 636
696 180 447
216 742 454
804 642 548
395 728 264
379 566 27
719 893 867
913 642 627
616 18 131
636 650 560
176 653 942
1 453 914
59 223 654
686 219 632
637 390 77
659 656 648
766 626 651
237 387 368
64 193 906
90 330 423
620 265 706
624 67 19
576 738 757
723 929 162
319 201 570
181 315 83
586 330 292
726 170 827
844 499 725
728 651 792
205 43 698
450 176 969
686 527 750
171 827 689
36 667 497
346 805 345
274 333 96
243 339 728
88 752 306
358 146 363
264 718 326
343 722 55
195 42 314
176 509 910
166 708 101
411 637 270
64 910 878
417 802 906
508 129 992
677 537 206
270 92 789
264 478 79
330 71 972
813 873 461
522 694 363
576 209 378
631 219 978
141 840 648
33 468 932
942 864 489
468 621 584
351 18 296
537 844 733
861 182 690
530 581 155
829 248 942
109 291 607
443 619 65
556 384 666
698 348 100
418 635 929
778 939 653
263 447 382
288 332 821
842 573 707
270 668 878
861 849 914
862 890 409
313 106 907
926 6 841
922 286 863
397 908 173
765 198 731
381 698 758
130 654 518
685 600 535
299 906 282
577 385 443
391 622 187
353 569 596
685 205 237
476 947 511
880 156 222
599 506 29
315 215 492
879 2 590
114 646 356
357 742 902
269 703 903
676 955 44
351 935 712
454 713 706
221 120 840
883 92 489
380 522 361
498 89 261
175 686 637
158 335 925
657 521 627
668 99 315
824 840 438
68 183 458
550 702 686
323 602 490
700 772 287
107 387 13
415 504 206
333 330 100
522 357 91
751 799 770
535 93 234
826 526 795
240 688 799
528 357 446
55 49 491
748 769 166
482 98 870
914 324 444
547 528 65
660 768 1000
448 430 277
115 932 346
322 392 275
95 586 179
300 385 469
496 119 718
298 749 286
105 716 569
47 95 140
541 941 400
788 154 172
528 164 115
907 155 478
667 736 102
432 104 362
644 652 906
852 36 189
818 693 410
627 930 696
625 161 497
705 528 958
453 803 154
281 878 816
321 418 739
141 312 383
853 507 814
173 826 735
500 876 238
955 247 846
610 329 268
213 20 915
692 227 32
219 747 700
67 859 925
543 314 908
218 145 414
591 676 415
708 81 223
842 890 737
141 560 993
714 942 280
119 97 512
476 279 896
80 500 917
37 566 980
4 891 582
913 262 23
659 915 903
287 322 513
838 186 990
102 227 192
679 734 256
462 230 516
373 480 531
817 165 17
425 700 781
119 881 612
824 86 625
549 293 106
479 938 307
263 260 317
333 598 763
733 887 952
915 650 140
203 339 185
406 694 504
439 178 460
253 149 215
862 269 931
824 335 784
313 209 139
208 24 14
861 573 842
791 487 350
310 644 570
554 765 383
761 134 855
750 660 821
915 728 900
32 241 235
809 305 683
932 339 446
351 297 65
221 928 191
451 805 887
472 164 337
560 281 691
546 625 415
950 931 828
331 721 716
261 505 4
522 945 403
339 698 965
130 321 231
240 570 47
318 825 396
221 596 689
124 273 286
726 213 430
486 39 198
360 246 894
634 709 407
439 329 895
198 684 435
42 461 397
112 886 110
679 550 736
86 305 785
542 335 906
125 904 363
950 705 675
929 588 808
462 819 707
119 788 550
937 432 276
232 400 70
366 665 404
277 317 874
547 280 425
875 333 779
794 280 274
159 31 226
739 922 424
803 280 17
587 436 513
514 230 385
272 642 908
608 663 431
894 689 458
53 654 19
121 169 891
299 433 169
96 528 562
601 840 278
922 493 171
234 711 157
396 599 948
955 708 708
821 399 532
333 453 691
163 171 609
312 77 799
836 929 320
921 108 325
241 574 293
196 849 981
234 581 474
465 647 964
436 503 735
393 480 682
830 575 245
882 871 646
112 167 688
549 290 124
767 411 722
932 558 667
668 783 383
853 840 602
723 724 272
143 928 854
913 100 254
193 60 308
470 766 805
878 501 172
376 539 109
938 455 342
436 635 597
125 17 227
571 386 31
756 188 436
409 789 551
888 76 843
7 920 618
951 37 347
400 188 770
902 790 333
594 331 896
182 631 695
888 35 960
167 346 106
120 575 949
346 227 553
723 285 864
202 122 523
151 214 98
839 313 360
849 408 603
347 874 741
151 390 223
93 597 533
820 801 446
177 424 643
623 430 940
825 155 878
635 614 766
908 288 28
788 374 637
18 628 202
150 395 350
636 268 992
776 941 920
88 415 613
547 722 331
212 348 18
798 548 553
338 629 960
484 515 942
822 540 366
39 849 787
463 313 896
565 862 535
133 653 279
64 923 925
866 576 17
579 329 143
572 672 388
53 6 715
517 71 927
790 15 336
768 826 135
543 132 824
33 422 631
222 588 376
476 792 88
930 434 78
160 375 381
861 49 327
231 756 375
209 538 246
632 775 756
551 735 769
705 520 493
120 867 868
435 858 775
953 239 190
225 931 79
728 256 832
718 186 467
772 392 958
752 431 170
200 112 108
911 425 447
53 305 837
342 924 226
828 319 350
211 109 568
263 512 8
617 222 299
80 296 528
290 748 823
630 2 106
162 410 177
358 166 155
426 699 425
356 547 485
914 26 706
691 657 864
842 99 589
833 96 916
262 64 399
174 301 683
194 771 746
724 109 540
285 794 484
433 676 413
763 770 728
179 193 684
2 802 270
319 59 893
315 240 38
539 379 317
15 745 623
576 539 503
916 907 676
41 588 31
91 554 694
359 854 289
758 432 480
623 700 360
101 200 906
296 934 473
826 374 405
833 149 972
201 897 590
312 45 897
765 360 166
749 251 319
591 802 950
10 594 118
722 545 722
4 136 225
151 102 124
432 691 913
24 551 175
284 530 83
656 495 677
297 735 352
277 121 327
548 134 96
775 324 560
520 500 743
358 398 424
223 724 151
59 205 973
407 164 79
942 892 743
775 30 25
709 142 985
720 420 993
309 925 648
384 683 317
418 28 891
173 338 57
740 744 417
303 433 546
673 197 548
923 89 642
602 783 997
135 732 823
503 850 443
185 210 584
55 599 154
527 762 792
253 161 377
513 694 155
279 349 593
817 368 641
431 479 933
83 427 963
109 618 469
314 724 393
353 188 144
632 920 679
398 400 147
679 609 837
190 200 108
264 894 780
864 760 25
82 582 474
864 1880
170 380 987
552 354 319
392 356 121
401 274 818
546 103 824
643 263 502
431 257 173
590 559 196
382 444 781
514 497 606
561 122 343
560 315 76
652 782 482
451 242 195
845 339 437
539 246 751
652 138 739
326 818 427
280 222 878
743 862 922
42 624 874
360 539 983
746 468 938
388 572 247
131 434 957
180 678 727
286 278 45
677 702 290
598 716 861
633 634 407
673 45 98
491 340 396
170 822 392
598 849 251
534 663 319
840 335 252
227 41 327
300 237 727
364 711 464
272 264 134
129 115 832
431 399 524
409 50 593
62 327 492
714 379 797
454 538 672
705 240 589
217 95 186
720 499 55
99 355 954
691 263 414
185 418 316
601 637 119
33 199 810
492 442 162
491 440 83
394 314 173
82 826 190
527 456 935
638 805 995
714 261 735
613 82 127
401 50 442
701 808 725
320 826 848
452 14 833
255 543 842
284 24 807
812 34 86
22 198 306
309 106 523
857 789 497
623 235 406
75 554 407
853 341 343
21 806 555
296 652 352
15 485 657
759 599 129
789 825 936
388 807 49
85 656 140
233 796 614
744 199 804
361 820 783
842 218 235
350 73 233
373 248 415
155 453 447
546 551 572
757 299 347
533 72 784
860 300 101
828 817 903
543 766 825
165 160 843
121 224 982
33 46 138
789 823 90
113 805 785
455 802 794
459 769 549
159 117 264
89 457 419
286 279 893
832 362 784
634 328 841
277 23 112
471 641 566
267 484 872
214 777 562
558 56 861
235 186 624
816 387 973
136 440 578
777 346 71
262 254 790
155 729 483
191 183 98
198 573 328
34 5 513
66 605 223
190 452 593
746 205 673
377 307 285
354 411 232
215 456 427
413 727 322
597 159 891
360 286 503
405 377 748
259 611 537
658 340 662
10 127 765
827 630 460
179 469 516
849 839 85
707 93 83
365 379 321
348 486 540
750 531 303
68 135 260
546 717 80
37 685 336
275 719 90
660 211 115
655 709 574
361 430 450
679 101 770
293 763 394
19 765 179
529 279 774
358 667 260
795 773 645
183 195 487
302 600 161
467 346 85
466 83 821
503 425 228
574 296 871
542 478 551
492 743 695
464 741 967
724 615 190
318 815 943
639 856 664
81 281 945
775 477 270
648 722 474
474 347 149
725 735 864
204 452 202
145 542 675
409 673 31
54 821 626
784 660 835
197 303 641
15 416 671
567 432 590
87 432 779
774 641 735
553 437 57
27 611 270
631 741 477
677 662 306
729 597 949
680 251 29
339 636 599
289 336 899
365 550 415
49 582 77
149 50 130
242 513 755
240 837 206
304 217 896
608 39 267
193 367 901
326 563 497
753 7 814
279 716 707
839 626 52
696 88 865
42 559 522
165 576 65
588 283 777
298 118 646
644 430 789
312 577 666
364 110 255
775 190 473
752 424 142
85 462 943
732 257 946
840 737 705
488 608 944
318 337 135
580 531 853
185 666 184
247 103 110
564 678 937
464 652 887
595 473 247
76 167 148
149 298 137
123 847 28
79 445 381
831 38 945
588 304 106
483 289 749
460 28 262
391 354 718
52 255 951
538 213 791
698 533 577
36 635 815
201 815 803
679 681 849
824 167 735
628 20 616
524 156 990
301 830 415
77 755 143
12 321 252
797 793 255
153 94 901
324 669 136
230 349 420
836 360 811
5 141 717
519 577 800
238 549 565
384 670 159
784 574 507
387 739 907
699 211 200
516 18 65
231 114 673
783 540 518
561 292 239
769 854 308
82 259 663
579 562 623
412 376 150
809 544 513
355 741 526
782 67 747
34 787 770
204 134 584
565 649 731
103 743 87
674 71 444
640 710 934
589 98 364
89 213 836
748 657 283
88 486 523
803 663 374
707 742 215
611 43 130
155 207 99
305 389 880
428 45 583
702 111 949
686 596 314
840 319 666
456 535 351
419 391 882
680 228 710
251 538 510
374 700 629
543 286 477
392 376 20
62 430 645
586 174 258
1 417 676
283 499 843
319 188 173
186 376 731
767 193 548
495 531 623
737 711 58
386 240 472
759 156 547
81 104 728
695 544 116
783 699 397
460 816 585
405 44 211
372 128 854
657 210 933
850 464 429
25 274 510
332 279 310
52 326 53
299 377 381
681 475 640
586 408 83
813 705 561
334 299 45
645 718 945
99 478 825
840 484 133
807 154 32
837 792 696
798 750 310
240 713 276
616 548 449
855 591 868
187 606 426
196 88 618
161 694 328
110 697 359
802 741 691
478 805 992
549 228 287
361 432 587
203 432 479
833 625 150
857 782 551
376 835 742
498 326 928
833 288 835
142 289 950
555 595 649
595 820 986
749 714 296
122 606 526
852 787 934
18 154 996
221 465 231
79 744 108
541 41 672
385 552 104
544 362 519
829 606 365
474 855 219
75 519 831
788 630 100
206 767 575
753 202 856
163 324 620
645 5 673
306 98 444
418 270 430
2 269 778
558 155 156
60 399 844
659 519 701
628 238 88
751 381 343
320 406 440
762 818 89
702 783 228
128 217 676
422 237 337
791 713 373
717 221 282
249 288 130
101 433 594
637 747 930
136 813 228
610 840 270
570 540 288
748 567 191
193 644 639
