17
818 988
465 710 -482
700 615 -224
384 793 -282
350 568 81
115 594 -977
373 157 350
675 766 432
504 365 377
115 794 388
327 522 -133
811 299 373
178 540 602
704 351 256
794 293 716
627 813 514
433 679 -326
64 614 949
553 631 172
557 388 995
777 379 407
539 624 457
53 306 732
25 401 -914
748 274 123
409 40 -104
368 58 131
108 379 -250
318 53 -359
685 375 -318
35 634 886
98 227 -19
39 123 -394
289 527 -130
765 364 -817
258 772 -693
420 274 -619
6 76 843
235 126 467
296 366 943
207 128 423
228 788 355
557 539 -40
198 613 47
377 495 262
160 576 917
574 205 -457
36 25 923
764 147 546
49 658 96
525 9 429
477 18 -233
276 152 726
803 307 -10
248 148 -93
172 173 -13
777 372 -585
661 769 -806
183 254 676
5 643 -834
149 631 -675
254 808 828
500 343 171
64 670 -865
365 348 739
585 523 -495
191 263 -839
520 382 127
193 610 -849
279 427 -869
755 574 922
218 615 908
814 47 -825
15 351 -216
423 348 -344
340 351 -482
48 193 -364
325 188 -889
700 332 347
506 290 760
647 708 202
507 767 -196
281 752 -718
404 165 -521
676 583 599
236 218 -74
344 707 -504
218 725 -429
4 510 113
722 564 486
47 72 632
22 222 938
479 757 -305
530 133 -515
129 96 -741
636 798 -121
804 369 -485
759 357 785
43 675 -324
194 98 696
394 624 -764
534 23 676
611 768 -266
765 408 -794
644 707 893
6 613 -676
657 751 579
672 290 -530
365 707 -238
72 182 713
724 568 630
526 502 147
601 373 538
807 521 311
165 284 -271
88 265 -703
272 445 -867
804 781 399
668 410 166
218 530 467
131 367 635
702 552 -860
647 767 -118
274 370 17
501 354 378
613 312 -503
337 216 -720
121 73 536
746 593 -650
767 449 -611
1 574 428
701 59 -68
55 315 -877
209 701 625
186 499 -450
490 414 901
57 73 -560
77 158 -313
79 625 -147
151 58 -541
663 242 -316
720 547 -590
188 553 -581
476 165 -966
615 776 445
43 356 -580
156 797 126
780 188 250
258 280 -772
688 271 43
94 165 500
424 625 245
582 350 -800
432 161 -727
227 594 372
250 176 -688
360 141 -388
211 750 86
709 404 -436
479 782 -801
16 593 -652
763 621 393
45 562 269
113 467 916
577 654 166
472 107 819
542 280 878
780 205 531
567 490 183
183 97 -26
590 219 45
420 666 909
326 768 142
533 169 321
375 43 153
379 310 -51
262 481 -464
701 745 771
86 621 638
70 21 808
650 592 -995
359 745 -136
431 739 -850
289 389 829
814 674 -8
53 626 -854
338 225 491
456 81 -783
776 736 213
683 219 400
714 17 -50
506 814 440
192 222 611
763 566 -38
809 476 302
335 261 876
290 789 -308
597 786 -788
225 376 -172
261 807 699
186 312 528
236 98 68
587 570 146
737 270 922
174 12 -18
574 810 301
570 598 455
767 169 -764
239 786 402
431 591 658
490 86 -545
175 27 627
18 441 437
15 376 758
626 1 355
374 580 486
509 121 -137
719 489 58
554 780 -866
53 158 269
114 164 634
97 530 706
300 700 718
787 658 -998
679 806 709
402 361 973
502 472 715
384 767 -108
18 575 896
359 111 767
741 385 233
718 23 -409
359 224 -625
778 645 -268
523 695 -736
308 476 880
534 555 590
625 324 127
364 188 -738
435 469 -5
248 400 363
575 544 -740
275 799 165
788 413 856
62 215 -592
559 110 -120
198 203 -562
194 571 504
355 3 799
671 380 0
571 443 238
528 762 599
267 415 -371
263 40 688
178 485 -351
188 258 575
589 190 2
559 748 863
280 320 492
8 87 -752
552 88 -129
526 25 -932
347 452 508
704 191 -421
480 370 160
816 353 -120
486 510 -572
605 421 892
795 585 499
640 785 313
596 707 -999
122 58 -883
441 7 -682
235 129 -322
408 215 790
720 489 -994
220 199 -657
41 146 -548
802 627 150
443 606 -434
628 401 -517
331 695 -115
659 410 -950
799 255 -489
204 559 -226
478 192 -821
751 548 -655
631 569 -884
647 130 -952
55 496 78
127 510 426
441 223 588
18 271 -930
9 373 665
38 620 44
204 801 26
613 596 150
465 85 -808
613 323 -129
3 375 -600
455 311 877
175 97 -413
151 241 -738
31 213 332
670 750 578
792 166 -278
71 133 785
184 17 -808
740 672 248
434 218 833
124 582 -786
35 322 556
330 816 728
93 347 639
384 157 663
625 116 -823
516 613 751
264 656 196
728 176 24
296 504 204
519 774 361
586 44 -863
788 229 -972
216 526 116
84 204 599
270 733 491
686 511 390
73 524 584
48 21 -524
489 154 -659
225 365 653
592 206 351
358 339 7
187 285 -168
797 575 -751
130 53 -329
43 47 -431
216 497 -807
574 139 856
137 653 787
328 242 -455
643 760 359
694 436 416
465 676 295
415 596 496
370 126 856
448 550 -722
386 591 -724
730 114 393
127 566 697
446 262 -91
1 658 508
649 392 673
743 639 270
591 707 896
406 286 -49
701 515 -296
349 550 -697
104 478 331
75 775 381
622 627 -499
717 417 -60
610 171 -813
39 7 135
287 92 -803
307 346 -362
517 337 52
345 764 591
480 500 -714
292 121 -951
204 470 263
416 202 -956
744 390 31
100 647 211
248 193 -26
315 643 564
365 433 -71
629 433 -898
707 584 -888
538 461 749
715 321 -919
215 304 -955
631 356 -903
287 161 -212
203 540 -823
780 275 -18
406 761 157
379 106 940
328 617 -556
236 740 964
732 740 -365
710 459 923
106 369 -12
302 681 -926
180 158 -666
257 72 -364
590 121 311
194 778 -360
52 562 -378
804 752 131
166 414 809
184 226 -128
708 338 317
122 734 -278
758 231 -223
123 538 56
164 93 376
120 457 -590
249 137 856
72 352 372
645 188 -970
502 375 -259
390 744 -130
136 751 -484
169 71 67
655 229 618
743 120 -568
508 80 708
256 207 642
741 93 697
512 177 -616
106 473 -768
772 160 150
518 299 -381
801 544 -180
75 471 688
427 330 335
779 700 733
273 24 -475
752 165 553
87 112 496
455 357 -890
312 481 312
372 400 -344
29 396 405
44 561 -9
802 654 -787
365 160 510
686 739 719
644 50 109
531 389 10
271 428 290
225 803 -927
58 465 240
588 390 -494
789 213 -877
774 351 446
262 205 26
292 83 869
52 263 -342
114 175 763
252 475 -544
285 116 -9
62 530 -252
797 633 -516
68 39 -531
62 503 -255
547 542 527
577 607 -213
56 715 -903
540 628 199
225 598 151
608 626 -727
280 715 475
53 142 -128
30 296 102
705 271 -747
526 334 851
123 428 288
347 258 189
793 420 200
151 393 -794
174 555 916
538 232 350
470 772 -116
705 148 760
166 746 868
227 300 556
485 240 -287
119 284 901
554 754 -625
140 811 -505
16 624 957
694 198 -407
389 678 295
644 347 448
325 242 -827
417 401 193
325 734 -761
532 236 180
570 500 -628
391 205 -510
417 43 253
520 631 287
638 299 297
236 131 -321
113 408 312
387 479 741
138 635 -838
82 543 923
588 450 -497
173 743 -616
523 757 334
376 322 -181
423 476 600
708 224 -1000
106 727 669
35 7 190
47 84 189
53 282 -89
732 677 -38
771 454 265
573 669 596
281 804 -386
327 175 2
324 1 402
196 669 892
505 557 -153
564 212 -472
571 393 -813
536 552 216
497 442 -770
33 493 -824
331 44 432
52 97 -879
770 216 248
274 208 -550
648 670 -920
157 479 -644
71 242 -56
794 716 -222
333 118 202
770 56 -987
727 496 -693
701 444 -570
145 592 777
601 284 549
272 434 123
311 522 -538
83 502 -767
480 184 97
660 343 -749
472 198 -557
466 388 138
78 1 937
728 553 138
776 761 593
509 326 -621
69 74 -677
450 210 -309
241 436 -918
440 23 172
776 694 -460
513 107 119
205 778 2
665 250 -406
372 65 909
693 312 -48
33 331 90
274 646 -661
456 11 496
436 438 -642
637 806 405
729 377 -23
40 317 11
383 411 -813
661 480 -877
322 566 731
763 546 -261
440 60 -502
361 584 433
689 742 74
639 34 -165
524 326 -286
245 515 458
221 706 787
474 533 -420
204 548 452
425 608 829
336 561 952
511 629 747
474 736 -632
768 692 578
364 773 910
483 799 243
327 74 -221
743 429 -893
215 209 19
463 815 -129
23 643 -160
604 232 24
580 253 -735
130 532 983
357 641 930
428 578 401
421 220 -519
652 212 -692
532 704 -261
388 710 -162
808 426 -252
453 157 -439
282 437 -724
687 66 -654
317 470 41
331 647 -596
547 552 -464
544 589 498
38 737 -430
609 803 911
522 370 756
22 584 268
597 115 -918
786 94 -331
334 539 -411
637 423 -685
90 640 636
522 251 -356
257 455 940
439 243 995
449 571 762
652 227 -771
640 376 657
263 532 448
247 644 -66
231 715 -965
815 395 -599
443 432 593
512 614 -510
709 290 935
419 366 660
300 593 906
694 35 144
419 290 253
619 534 51
572 169 -3
693 140 -801
814 66 270
803 529 -361
315 129 556
182 335 -494
86 268 264
724 150 547
368 206 828
167 702 738
504 353 14
324 624 70
625 773 -530
51 257 -843
589 306 -979
117 684 370
316 526 -878
127 652 -507
600 394 462
600 84 122
341 49 101
348 578 362
689 480 -529
146 501 966
277 187 -710
239 275 -689
677 196 -116
114 392 -200
755 800 214
563 183 632
506 469 661
683 812 253
421 305 -283
629 479 -438
598 572 -368
395 189 -961
357 418 -441
122 240 922
459 507 -506
182 696 -113
615 627 -520
286 679 -776
230 424 114
48 247 366
234 332 -969
740 374 -668
273 165 814
312 195 -390
535 388 -466
708 234 -928
482 649 -605
270 565 -82
326 59 -826
736 436 -196
390 314 577
494 530 -914
701 355 -463
26 433 1000
259 113 576
19 347 -575
5 389 597
506 545 -556
187 410 -133
329 577 -815
199 41 612
491 266 -132
771 130 -882
249 45 830
346 723 -942
628 25 -732
155 99 38
554 423 507
259 589 -813
169 60 601
549 700 543
759 672 499
555 151 -133
152 601 476
783 89 -101
83 248 -575
540 192 -319
364 732 713
575 312 -445
581 276 900
90 375 260
59 438 -679
702 292 -245
444 784 814
588 383 174
250 294 206
477 297 -563
317 593 -858
509 763 -533
79 291 414
428 79 508
3 20 398
485 39 -92
407 557 358
487 793 -333
173 364 661
801 164 656
194 687 492
539 546 -126
775 376 223
372 293 -786
251 503 -636
412 692 -49
163 377 -344
789 755 -955
570 218 -494
6 293 -780
30 491 -507
81 811 -786
108 271 -888
450 556 672
844 914
210 476 755
162 80 669
235 490 702
485 638 347
689 489 816
54 728 713
158 378 211
805 724 -279
513 524 -671
89 468 131
216 755 816
516 68 -930
393 476 760
657 541 -920
419 781 441
418 322 -213
15 54 -347
652 209 560
777 669 -783
674 392 292
619 487 -315
107 138 -702
735 387 -904
195 795 -181
22 758 -602
718 545 677
844 647 132
692 421 597
350 619 -44
66 836 782
533 195 -644
15 526 977
804 602 -289
36 151 939
294 220 -928
42 374 684
599 823 307
365 756 -635
539 833 -316
368 820 -769
50 217 863
120 485 90
224 312 -901
426 220 -283
45 516 -992
186 790 510
781 684 -582
627 831 244
675 613 140
682 619 -327
548 256 672
85 238 553
66 241 -72
475 36 600
159 266 -324
412 180 253
434 342 407
810 675 -109
722 689 -496
536 694 -906
383 602 -449
279 360 137
39 222 -277
39 610 361
519 650 440
575 122 -46
266 438 -363
41 515 489
11 470 -147
452 787 96
525 775 128
455 173 952
3 198 -824
393 814 550
216 673 -504
362 606 440
488 651 -105
250 440 594
262 508 695
663 503 -368
242 549 -198
786 301 109
288 779 236
436 641 833
373 719 -314
297 562 943
693 512 237
202 499 -675
512 767 410
101 399 -58
101 795 131
774 21 -847
242 574 946
731 450 -111
693 82 404
796 491 -662
508 676 322
622 125 66
285 98 -154
555 780 -14
467 743 413
1 449 390
350 237 419
515 343 -902
271 20 540
636 757 539
231 139 643
693 361 -896
133 703 423
500 684 393
593 441 900
834 71 -972
313 217 -72
167 610 -729
466 352 432
76 380 765
502 800 -167
821 237 -649
785 347 -342
96 751 -155
50 604 848
83 725 126
115 830 90
808 572 345
657 676 -999
16 31 -182
601 54 -962
664 452 -286
224 736 -696
398 831 830
44 500 217
750 547 597
619 381 441
415 148 -661
746 72 43
755 161 -69
349 353 -88
24 410 -274
433 491 289
416 681 -891
828 298 -316
157 764 -854
16 375 161
747 726 584
800 406 864
2 236 746
308 334 540
224 650 45
220 664 784
48 753 786
452 233 258
481 741 789
708 523 652
135 479 342
574 513 151
566 624 -118
265 464 104
474 253 -740
515 302 966
258 121 -555
759 70 -918
565 218 238
350 720 -458
759 350 862
489 798 527
161 704 -997
802 839 549
321 290 -532
544 638 -818
200 13 462
719 319 -485
793 426 -897
81 584 540
326 434 -5
220 107 894
305 757 -232
192 455 -670
477 177 894
756 356 -216
9 49 -884
384 275 776
630 634 -177
785 510 -789
56 687 450
403 284 32
254 325 -336
268 103 181
292 259 -995
138 691 -560
541 351 429
614 340 756
712 177 679
97 123 433
700 676 555
348 256 104
758 720 -184
532 657 28
635 135 -46
675 533 270
794 548 -696
345 7 -255
312 439 374
786 93 -564
529 759 760
468 690 -364
281 788 -469
103 171 -603
658 26 -63
740 822 -840
42 25 222
334 458 -458
56 377 -880
118 33 7
623 114 -316
292 641 -893
747 233 746
262 101 802
198 108 188
650 751 -329
625 508 32
619 506 831
158 490 515
473 35 884
44 538 -462
780 560 -495
349 768 255
533 25 -281
732 805 55
434 486 481
218 411 764
706 287 -313
809 98 -291
175 511 458
670 77 116
337 237 -733
506 500 361
486 146 385
89 112 -359
541 481 724
768 665 -233
766 111 -23
747 443 224
107 109 -883
702 740 360
114 247 55
372 104 495
499 556 -777
646 396 -459
118 473 508
3 84 -297
115 654 527
664 254 549
569 261 376
727 149 813
445 448 670
62 638 284
26 454 19
744 159 -65
683 775 -427
371 772 -212
562 724 -14
704 382 -651
598 346 -255
831 46 -33
795 599 65
364 506 -484
247 131 716
826 84 727
576 809 -647
520 4 877
636 341 404
146 586 -782
583 389 72
244 137 890
732 341 -260
770 626 -971
433 785 -596
136 515 795
460 356 182
486 252 -611
833 750 -80
669 116 -17
613 781 -427
513 162 -85
700 363 364
556 66 -561
411 347 678
192 619 108
448 755 713
414 394 -399
788 471 -305
556 805 -500
511 307 -761
500 110 -816
487 636 592
25 451 -72
16 244 -898
406 557 -22
348 775 -304
24 488 214
207 29 648
406 466 122
401 532 -997
54 257 29
621 503 519
316 814 -874
213 705 765
208 341 -669
807 647 -679
394 57 -230
533 151 693
375 100 292
253 67 -774
175 647 297
640 22 -981
518 376 -372
647 310 -929
657 390 359
107 597 -693
545 504 965
2 312 219
471 608 -112
331 534 -558
56 105 360
54 570 -795
24 498 535
176 781 -938
349 213 972
199 778 -523
196 577 590
123 718 887
727 592 244
48 173 761
175 421 -69
77 307 43
689 578 -817
530 15 629
373 756 174
463 676 -543
251 457 -816
821 730 8
829 44 969
278 588 -976
657 502 907
198 601 -484
325 598 725
427 662 -243
199 67 844
264 676 876
572 258 987
325 688 674
39 498 565
282 169 142
389 495 437
33 339 81
264 615 189
281 839 641
221 264 312
694 517 111
675 76 -218
616 766 -837
753 147 -214
837 256 946
509 344 749
289 246 811
770 780 207
112 210 648
784 599 467
676 477 -86
377 561 6
458 370 535
843 681 931
512 133 -561
365 626 854
623 370 969
347 411 -964
112 795 -474
259 697 869
336 806 974
263 404 -353
804 346 -559
658 150 -556
482 443 309
491 591 -321
381 230 380
650 32 -724
14 702 613
322 591 -733
309 164 -968
147 779 -488
726 405 -74
424 499 212
240 2 -62
797 664 -97
607 517 239
296 122 -858
173 345 185
65 623 777
364 672 957
411 27 329
472 450 -505
677 87 994
212 364 876
588 78 -941
15 712 -103
751 475 -418
716 25 524
18 724 -229
262 344 -831
350 668 18
757 472 -248
360 277 -274
454 45 -658
298 82 357
761 576 642
673 793 -390
687 722 111
253 475 -684
563 491 -19
640 332 719
495 714 -257
206 53 -439
375 351 -356
160 582 86
353 380 671
499 278 -105
119 790 583
537 559 -695
193 170 -743
826 739 -733
119 55 -605
743 769 179
647 822 245
248 368 -519
368 400 815
316 479 -565
658 186 276
169 315 73
524 50 510
39 24 -944
269 385 400
336 178 -277
546 635 4
351 771 498
618 126 -519
389 298 120
355 432 867
799 711 -306
107 829 693
416 771 -249
412 329 -96
4 89 -839
422 810 253
628 557 -247
583 669 369
538 756 -72
493 453 342
134 683 80
569 165 817
399 495 -788
206 325 -685
765 185 -967
67 609 -948
472 413 906
838 437 -868
367 736 -339
791 597 -551
382 135 690
429 39 -4
518 209 147
528 383 886
757 371 -940
54 257 63
834 37 265
207 56 -467
804 180 -471
325 514 -583
487 387 -647
816 313 923
389 346 222
154 223 -785
783 169 -505
237 238 -84
365 305 -738
7 27 -209
147 281 559
12 779 464
200 551 322
574 291 -608
542 173 -67
558 221 -188
692 137 -67
375 283 490
88 614 211
609 444 -101
659 550 513
632 659 667
755 723 -193
388 569 427
495 826 -579
395 324 5
516 694 -998
100 525 -847
172 821 -152
676 151 491
203 762 -89
527 286 467
221 714 -668
433 221 -47
589 606 183
263 511 31
541 59 284
814 379 923
700 630 -824
628 748 -680
71 378 752
599 679 722
497 420 -724
777 705 248
101 308 204
256 239 -678
770 651 284
827 744 719
24 364 -513
575 713 -903
614 153 -91
248 376 -62
720 144 710
377 218 -976
699 467 -593
597 13 -814
284 91 479
289 28 -394
16 570 -10
786 524 -723
299 368 -351
812 832 -556
774 537 -860
43 598 -45
37 455 548
104 115 146
295 348 535
675 406 169
37 774 892
411 539 -704
280 747 -816
693 229 350
243 210 196
645 177 493
233 811 595
517 778 -971
754 399 656
324 665 -513
216 545 -630
619 192 -896
221 167 -617
250 12 98
490 51 867
812 172 321
601 214 -690
17 448 -757
136 252 605
243 719 63
739 247 -980
615 600 612
525 686 575
727 361 -705
441 474 676
116 153 868
747 204 -453
282 529 48
303 342 -81
346 509 39
553 772 -876
382 817 -453
481 295 -997
812 532 -519
581 5 612
823 565 724
490 456 711
236 271 611
423 637 -137
661 637 -17
704 385 645
664 14 534
594 506 49
5 796 -605
326 447 -77
367 519 -707
805 85 -456
842 260 955
36 573 -773
218 500 -233
460 743 -317
383 476 303
824 843 543
208 281 -930
282 331 673
837 322 688
775 218 -305
389 251 -658
257 168 177
669 809 591
230 377 -445
690 62 944
246 654 -1
70 329 -981
454 155 -528
818 619 88
688 488 789
289 401 364
622 24 -79
538 28 934
28 355 -904
397 369 480
70 785 351
666 216 -492
336 678 708
618 360 595
424 112 67
385 528 -829
519 276 -919
468 51 -571
230 385 -260
795 112 652
562 234 99
278 701 -586
213 791 -43
375 627 -926
667 480 158
30 191 8
8 242 845
507 403 146
304 180 117
474 46 843
715 89 -800
612 334 -44
195 652 664
308 806 -518
505 419 -248
503 111 463
45 409 32
143 419 118
503 345 345
662 317 590
27 747 -761
468 491 -838
255 176 559
346 364 -496
68 294 -209
359 358 630
633 214 -455
400 313 242
22 36 -230
536 109 788
316 373 -265
362 752 35
816 480 -772
312 230 999
705 738 465
742 676 717
146 251 -301
505 53 -405
509 10 -847
638 791 -793
812 744 354
400 54 73
257 183 -884
202 59 688
834 579 -26
355 615 931
837 64 846
489 677 531
808 407 -526
145 702 317
657 340 -609
232 822 506
201 362 -800
433 33 -711
121 606 736
279 267 -874
826 193 192
211 817 -14
323 699 93
270 404 -948
746 844 -887
296 538 -329
207 319 -819
358 709 562
46 58 77
825 484 -103
225 664 612
121 300 956
294 481 -748
335 219 -584
668 441 414
715 351 -637
118 577 -882
102 485 -589
151 420 682
582 762 247
231 547 473
389 5 -157
7 84 -531
694 411 780
729 272 -176
786 196 821
370 451 281
648 16 444
528 156 -513
569 743 -93
405 632 758
298 176 -255
700 548 -190
19 288 -30
337 357 -429
245 449 380
491 5 -998
438 139 344
810 285 -884
39 87 9
264 417 -998
16 481 -449
259 608 966
204 809 825
734 662 -618
268 686 952
92 202 402
720 767 -966
774 74 252
75 422 -515
1 826 -746
742 135 545
668 550 285
636 320 178
525 224 73
560 512 -748
554 796 705
531 839 -2
584 437 812
418 112 -894
525 732 -404
541 504 143
639 382 -964
110 224 750
302 77 -166
27 390 -283
328 567 -595
135 510 855
225 545 261
181 276 881
45 466 -676
16 710 720
21 644 747
524 602 -59
672 405 -167
822 470 552
273 174 -386
360 826 -76
120 517 443
798 160 796
492 415 -642
642 358 799
755 499 898
760 286 -577
255 56 -356
795 540 695
393 306 -870
567 561 -566
562 475 236
146 299 203
541 571 264
784 540 -57
286 199 -689
182 445 895
344 272 131
431 735 -699
840 169 177
337 241 166
732 783 -924
327 779 936
778 809 -491
604 377 438
440 840 951
335 233 876
666 258 -579
381 67 -249
800 41 49
832 54 806
769 62 -172
770 597 781
96 589 -681
426 280 780
738 500 -10
596 348 -966
86 240 -244
610 671 79
14 512 791
122 423 676
180 196 836
482 258 -380
480 695 402
65 387 -780
319 756 454
830 100 -685
693 601 -835
110 437 898
773 305 142
581 76 -552
453 432 749
264 296 519
342 266 -56
444 571 -491
599 578 -545
3 505 24
119 544 -966
132 97 -561
676 411 -967
691 565 -544
783 143 67
572 436 -106
286 41 259
563 424 981
353 594 -237
29 251 -527
6 839 -251
410 464 -667
765 795 -531
608 308 -744
555 504 543
225 629 -423
301 214 -301
625 231 105
21 517 328
399 91 509
338 429 773
720 679 919
127 616 150
360 568 228
237 479 -126
47 97 -649
108 644 188
332 320 -324
812 313 -198
410 674 -241
689 100 200
756 641 493
131 693 803
325 837 -749
510 764 -372
780 620 -430
564 583 -814
779 795 -731
523 453 -264
783 209 -215
287 740 -985
240 88 539
366 378 -25
444 407 -390
674 607 -162
798 376 614
286 662 -556
525 590 -146
302 105 -737
374 708 353
528 209 306
49 323 -248
118 556 723
504 304 263
377 372 -879
2 5 248
636 547 -256
31 84 755
671 130 759
712 590 -908
75 735 -264
687 258 -981
782 410 -491
573 587 201
452 711 -574
204 616 884
275 797 110
436 264 71
59 323 -278
836 823 -932
356 488 -252
560 495 123
416 708 281
423 159 -831
150 561 -235
568 385 -680
766 183 555
601 638 -770
497 597 -86
835 780 976
256 10 -439
148 229 -389
656 396 -767
431 826 574
804 760 -808
311 565 -515
698 732 -8
548 373 24
267 700 -649
261 599 -405
732 625 -162
146 413 -741
11 523 815
373 674 -384
260 590 -107
47 487 962
17 240 -740
180 630 757
520 188 432
991 819
657 922 -942
653 515 -869
184 312 696
122 344 -176
404 860 -334
521 577 -435
892 11 -532
736 74 -153
759 99 106
51 630 -600
392 731 447
254 374 722
930 738 192
449 326 -358
351 181 50
812 122 705
612 499 -716
81 478 -557
665 851 993
214 20 1
423 109 860
965 825 48
146 384 -375
281 820 -492
785 989 -593
203 367 242
139 877 -563
23 364 236
700 458 -280
975 158 -913
365 894 901
357 662 582
99 60 -396
13 591 404
805 194 222
485 317 701
681 287 800
125 912 78
817 331 -486
848 616 -537
298 554 525
823 75 429
425 829 438
502 224 -34
648 7 -647
279 328 994
685 599 -557
967 382 -292
506 882 592
667 264 -266
685 661 827
803 876 939
523 855 -728
942 212 991
483 199 685
956 30 335
645 664 -367
611 184 81
214 324 -464
33 74 813
978 242 617
505 579 -666
232 836 162
594 372 -831
403 236 -31
989 35 239
677 623 386
508 428 -51
184 658 280
55 95 866
397 293 627
134 443 -671
409 914 808
316 106 763
800 225 -828
937 819 -402
182 553 -744
686 363 -297
929 80 626
313 265 397
598 47 979
248 614 531
157 780 909
866 706 937
767 292 -105
844 236 -879
813 242 -999
750 235 -46
944 157 -459
636 835 693
301 230 -171
707 952 -643
513 181 -163
39 541 -614
150 188 -791
59 237 91
932 725 -643
413 639 -714
719 492 -405
69 30 -199
720 229 547
865 707 323
645 441 -650
634 925 216
755 843 638
826 942 -798
981 828 -23
346 426 -380
30 812 987
88 672 50
205 234 659
939 176 598
768 17 941
668 453 -469
285 217 -913
767 289 930
881 844 -357
508 365 420
547 167 814
507 463 941
790 848 657
827 42 -985
649 537 -96
375 950 955
816 315 -284
211 184 744
430 222 -616
758 574 -606
596 398 -991
24 640 84
510 622 758
494 72 -243
681 762 -870
1 401 272
627 833 -568
239 832 -251
467 355 -996
213 474 72
450 880 -266
217 754 -622
273 386 328
137 464 668
457 436 947
612 668 486
636 881 -762
155 201 -890
563 620 503
865 578 -333
877 458 532
764 37 -961
616 548 -899
870 224 307
462 226 720
178 756 -771
757 417 120
219 745 -250
315 876 -925
272 299 -884
392 700 25
397 114 44
716 914 584
677 890 -228
625 678 -315
323 932 -205
607 312 -165
557 366 -155
682 320 141
682 333 -319
978 633 195
474 627 -280
316 25 850
350 2 918
989 546 430
185 715 958
440 131 82
588 242 965
560 458 -50
806 898 449
126 988 -315
118 201 -570
490 240 -518
656 62 -128
807 768 -192
939 296 -230
162 144 764
785 465 433
632 118 70
100 879 -740
836 761 209
943 636 186
316 884 -739
932 859 -258
940 771 992
579 933 562
469 14 -800
601 732 453
239 568 696
188 614 306
449 545 -613
529 342 -573
701 718 -717
765 825 639
420 967 869
65 960 -466
131 863 522
646 61 938
82 767 611
446 199 334
517 673 893
157 563 -636
706 567 110
990 827 328
788 363 -639
797 271 701
982 323 433
400 32 -825
739 12 -19
351 510 215
400 571 419
441 843 -163
718 570 -472
438 783 233
660 981 -620
967 119 393
80 364 73
587 44 -930
92 713 -955
201 576 -593
56 899 160
872 282 243
383 307 789
317 309 -665
403 788 632
596 409 831
182 495 926
322 176 25
641 83 -98
767 390 24
730 682 875
140 108 -521
854 604 1000
190 983 70
924 964 -194
301 53 37
723 688 -498
818 755 40
627 229 -111
558 28 276
145 867 408
884 714 392
